examen_id,intrebare_text,varianta_a,varianta_b,varianta_c,raspuns_corect
"1","Neînţelegerile privind racordarea utilizatorilor la reţelele electrice de interes public, dintre operatorii de distribuţie şi solicitanţi, se soluţionează:","întotdeauna pe cale amiabilă","de autoritatea competentă conform reglementărilor în vigoare","întotdeauna în justiţie","b"
"1","ANRE poate aplica sancţiuni contravenţionale unui electrician autorizat pentru:","Comiterea unei fapte prevăzute în Regulamentul de autorizare ca fiind interzisă","Desfăşurarea activităţii în baza unei adeverințe (legitimații) de electrician autorizat emisă în urmă cu 4 ani","Desfăşurarea de activităţi fără contracte legale, în vigoare (contract de muncă individual semnat cu un angajator sau contract de prestări servicii, în cazul în care este persoană fizică autorizată în condițiile legii)","a"
"1","Autorizarea unui electrician se realizează în urma:","promovării unui examen de autorizare","promovării unui concurs de autorizare, cu număr limitat de locuri","unui interviu în faţa unei comisii ANRE","a"
"1","Calitatea de electrician autorizat gradul III (A sau B) acordă titularilor de adeverință următoarele competenţe:","După caz, proiectare (A)/ executare (B) de instalaţii electrice, cu orice putere instalată tehnic realizabilă şi la o tensiune nominală maximă de 20 kV","După caz, proiectare (A)/ executare (B) de instalaţii electrice cu putere instalată oricât de mare este tehnic realizabilă şi la o tensiune nominală mai mică de 220 kV","După caz, proiectare (A)/ executare (B) de instalaţii electrice cu putere instalată maximă de 100 kW şi la o tensiune nominală de cel mult 110 kV","a"
"1","Electricianul autorizat pentru gradul II, tip A+B are următoarele competenţe:","De a proiecta şi executa instalaţii electrice cu putere instalată de cel mult 10 kW şi la o tensiune nominală mai mică de 1 kV","De a proiecta şi executa instalaţii electrice cu orice putere instalată tehnic realizabilă şi la o tensiune nominală mai mică de 1 kV","De a proiecta şi executa instalaţii electrice cu orice putere instalată tehnic realizabilă şi la o tensiune nominală maximă de 20 kV","b"
"1","Electricianul autorizat pentru gradul IV, tip A+B are următoarele competenţe:","De a proiecta şi executa instalaţii electrice cu orice putere instalată tehnic realizabilă şi la orice tensiune nominală standardizată","De a executa instalaţii electrice cu orice putere instalată tehnic realizabilă şi la o tensiune nominală maximă de 220 kV","De a proiecta şi executa instalaţii electrice cu orice putere instalată tehnic realizabilă şi la o tensiune nominală maximă de 110 kV","a"
"1","Autorizarea pentru proiectare de instalaţii electrice este o autorizare de tip","A","B","C","a"
"1","Este interzis electricianului autorizat:","Să proiecteze instalaţii electrice în cazul în care deţine doar autorizaţie de tip A","Să proiecteze instalaţii electrice în cazul în care nu deţine o autorizaţie de tip A","Să realizeze lucrări de instalaţii electrice în baza unor documentaţii de proiectare realizate de alţi electricieni autorizaţi","b"
"1","Este interzis electricianului autorizat:","Să semneze documentaţii de orice fel pentru proiecte sau lucrări pe care nu le-a realizat sau supravegheat","să execute lucrări, manevre sau intervenţii sub orice formă în instalaţiile operatorilor de reţea","Să realizeze lucrări de instalaţii electrice în baza unor documentaţii de proiectare realizate de alţi electricieni autorizaţi","a"
"1","În vederea autorizării pentru ambele tipuri de autorizare (A şi B), electricienii:","Trebuie să îndeplinească condiţiile de calificare şi experienţă profesionale, cumulate, pentru fiecare tip de autorizare şi susţin examene separate pentru fiecare dintre aceste tipuri","Trebuie să îndeplinească condiţiile de calificare si experienţă profesionale, cumulate, pentru fiecare tip şi susţin un singur examen","Trebuie sa fi fost autorizaţi în prealabil în baza Ordinului MIC nr34 din 1999","b"
"1","Adeverința de electrician autorizat gradul IIIB conferă următoarele competenţe titularului:","De executare de instalaţii electrice cu orice putere instalată tehnic realizabilă, la o tensiune nominală maximă de 20 kV","De executare de instalaţii electrice cu orice putere instalată tehnic realizabilă, la o tensiune nominală maximă de 220 kV","De proiectare de instalaţii electrice cu orice putere instalată tehnic realizabilă, la o tensiune nominală maximă de 20 kV","a"
"1","Regulamentul de autorizare a electricienilor defineşte următoarele tipuri de autorizări:","De tip E pentru execuţie","De tip A sau B pentru proiectare şi respectiv executare","Nu sunt definite tipuri de autorizare, ci doar grade de autorizare","b"
"1","Sancţiunile contravenţionale aplicate de ANRE electricienilor autorizaţi pot fi asociate cu :","retragerea autorizării acordate","Retragerea autorizării acordate pe o perioadă de până la doi ani","Avertizarea în scris cu retragerea autorizării acordate la prima abatere constatată","a"
"1","Un electrician autorizat care execută lucrări de instalaţii electrice:","Are obligaţia de a respecta proiectul în baza căruia execută instalaţia electrică","Are obligaţia de a participa la recepţia şi la punerea în funcţiune a instalaţiei electrice de utilizare proiectată/ executată, chiar dacă nu i se solicită acest lucru de către beneficiarul sau operatorul de reţea la care urmează a se racorda instalaţia electrică de utilizare;","Are dreptul de a racorda la SEN noi puncte de consum, urmând a solicita acordul operatorului de reţea după recepţia la terminarea lucrărilor","a"
"1","Una dintre obligaţiile electricianului autorizat care execută lucrări de instalaţii electrice este:","Să respecte proiectele de execuţie a lucrărilor de instalaţii electrice doar dacă sunt întocmite de el","De a participa la recepţia şi la punerea în funcţiune a instalaţiei electrice de utilizare proiectată/ executată, în cazul în care i se solicită acest lucru de către beneficiarul sau operatorul de reţea la care urmează a se racorda instalaţia electrică de utilizare","De a racorda la SEN noi puncte de consum, urmând a solicita acordul operatorului de reţea după recepţia la terminarea lucrărilor","b"
"1","Una dintre obligaţiile electricianului care deţine autorizaţie de tip A este:","Să proiecteze instalaţii electrice doar conform gradului si tipului de autorizare şi să respecte normele tehnice corespunzătoare tipurilor de instalaţii electrice proiectate","Să semneze documentaţii de proiectare chiar dacă nu sunt realizate de el, astfel încât proprietarul să poată demara cât mai repede execuţia instalaţiilor","Să execute sau să coordoneze execuţia instalaţiilor electrice de orice putere sau tensiune tehnic realizabilă","a"
"1","Una dintre obligaţiile electricianului care deţine autorizaţie de tip B şi execută instalaţii electrice este:","Să execute instalaţii electrice numai în una dintre calităţile prevăzute în regulament pentru exercitarea activităţii","Să execute instalaţii electrice doar conform gradului si tipului de autorizare şi să respecte prevederile din proiect","Să proiecteze instalaţii electrice doar conform gradului si tipului de autorizare, având în vedere că experienţa practică îi permite acest lucru","b"
"1","Client final este:","orice client ce cumpără energie electrică de la un producător","orice client casnic","orice persoană fizică sau juridică ce cumpără energie electrică pentru consum propriu","b"
"1","Conform prevederilor referitoare la energia electrică din Legea nr. 123/2012 , noţiunile de ""client final"" şi ""consumator"" sunt:","diferite","echivalente;","echivalente numai în cazul consumatorilor casnici","b"
"1","ANRE poate suspenda Atestatul acordat unui operator economic care proiectează, execută şi verifică instalaţii electrice dacă:","operatorul economic nu îndeplineşte criteriile de bonitate financiară corespunzătoare procedurii aplicabile","Operatorul economic a executat lucrări fără să aibă, în proprietate sau în folosinţă, conform prevederilor Regulamentului, dotarea tehnică minimală corespunzătoare tipului de atestat deţinut","ANRE nu are competenţa de a retrage Atestatele emise","b"
"1","ANRE poate suspenda Atestatul acordat unui operator economic care proiectează, execută şi verifică instalaţii electrice dacă:","Operatorul economic nu a sigurat structura minimă de personal autorizat prevăzută la art. 14 alin. (1) lit. d) din regulament, corespunzătoare tipului de atestat deţinut, şi nu a alocat personalul din acea structură pentru realizarea lucrărilor/activităţilor contractate;","ANRE nu poate dispune retragerea atestatelor emise","Operatorul economic nu a respectat o măsură de conformare dispusă de ANRE cu privire la îndeplinirea unei obligaţii care îi revine în calitate de titular de atestat;","a"
"1","ANRE poate suspenda Atestatul acordat unui operator economic care proiectează, execută şi verifică instalaţii electrice:","La cererea scrisă, motivată, a titularului de atestat;","În cazul în care se constată că titularul de atestat încalcă o obligaţie prevăzută în Condiţiile-cadru de valabilitate asociate atestatelor, aplicabile tipului de atestat deţinut;","ANRE nu poate dispune retragerea Atestatelor emise","b"
"1","Atestatele emise de ANRE pentru desfăşurarea activităţilor operatorilor economici în instalaţii electrice instituie competenţe privind:","Proiectarea, executarea şi verificarea instalațiilor electrice de joasă, medie şi înaltă tensiune","Numai la proiectarea şi executarea de lucrări pe niveluri de joasă şi medie tensiune","Numai la efectuarea de lucrări de încercări de echipamente electrice","a"
"1","Conform atribuţiilor principale prevăzute în Cod tehnic al reţelelor electrice de distribuţie (Codul RED), operatorii de distribuţie:","prestează serviciul public pentru toţi utilizatorii reţelelor electrice de distribuţie, permiţând accesul nediscriminatoriu la reţelele electrice de distribuţie oricărui solicitant care îndeplineşte cerinţele tehnice prevăzute în Cod","prestează serviciul de distribuţie doar pentru utilizatorii reţelelor electrice de distribuţie cu care au încheiat un contract de furnizare a energiei electrice","asigură serviciul public de distribuţie a energiei electrice doar consumatorilor de energie electrică vulnerabili","a"
